日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20230831,4506,住友ファーマ,プライム（内国株式）,3250,医薬品,5,医薬品 ,4,TOPIX Mid400
20230831,4507,塩野義製薬,プライム（内国株式）,3250,医薬品,5,医薬品 ,2,TOPIX Large70
20230831,4512,わかもと製薬,スタンダード（内国株式）,3250,医薬品,5,医薬品 ,7,TOPIX Small 2
20230831,4516,日本新薬,プライム（内国株式）,3250,医薬品,5,医薬品 ,4,TOPIX Mid400
20230831,4519,中外製薬,プライム（内国株式）,3250,医薬品,5,医薬品 ,2,TOPIX Large70
20230831,4521,科研製薬,プライム（内国株式）,3250,医薬品,5,医薬品 ,4,TOPIX Mid400
20230831,4523,エーザイ,プライム（内国株式）,3250,医薬品,5,医薬品 ,2,TOPIX Large70
20230831,4524,森下仁丹,スタンダード（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4526,理研ビタミン,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,4527,ロート製薬,プライム（内国株式）,3250,医薬品,5,医薬品 ,4,TOPIX Mid400
20230831,4528,小野薬品工業,プライム（内国株式）,3250,医薬品,5,医薬品 ,2,TOPIX Large70
20230831,4530,久光製薬,プライム（内国株式）,3250,医薬品,5,医薬品 ,4,TOPIX Mid400
20230831,4531,有機合成薬品工業,スタンダード（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4534,持田製薬,プライム（内国株式）,3250,医薬品,5,医薬品 ,6,TOPIX Small 1
20230831,4536,参天製薬,プライム（内国株式）,3250,医薬品,5,医薬品 ,4,TOPIX Mid400
20230831,4538,扶桑薬品工業,プライム（内国株式）,3250,医薬品,5,医薬品 ,7,TOPIX Small 2
20230831,4539,日本ケミファ,プライム（内国株式）,3250,医薬品,5,医薬品 ,7,TOPIX Small 2
20230831,4540,ツムラ,プライム（内国株式）,3250,医薬品,5,医薬品 ,4,TOPIX Mid400
20230831,4543,テルモ,プライム（内国株式）,3750,精密機器,9,電機・精密 ,2,TOPIX Large70
20230831,4544,Ｈ．Ｕ．グループホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230831,4547,キッセイ薬品工業,プライム（内国株式）,3250,医薬品,5,医薬品 ,6,TOPIX Small 1
20230831,4548,生化学工業,プライム（内国株式）,3250,医薬品,5,医薬品 ,7,TOPIX Small 2
20230831,4549,栄研化学,プライム（内国株式）,3250,医薬品,5,医薬品 ,6,TOPIX Small 1
20230831,4551,鳥居薬品,プライム（内国株式）,3250,医薬品,5,医薬品 ,6,TOPIX Small 1
20230831,4552,ＪＣＲファーマ,プライム（内国株式）,3250,医薬品,5,医薬品 ,4,TOPIX Mid400
20230831,4553,東和薬品,プライム（内国株式）,3250,医薬品,5,医薬品 ,6,TOPIX Small 1
20230831,4554,富士製薬工業,プライム（内国株式）,3250,医薬品,5,医薬品 ,7,TOPIX Small 2
20230831,4556,カイノス,スタンダード（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4558,中京医薬品,スタンダード（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4559,ゼリア新薬工業,プライム（内国株式）,3250,医薬品,5,医薬品 ,6,TOPIX Small 1
20230831,4563,アンジェス,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4564,オンコセラピー・サイエンス,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4565,そーせいグループ,プライム（内国株式）,3250,医薬品,5,医薬品 ,7,TOPIX Small 2
20230831,4568,第一三共,プライム（内国株式）,3250,医薬品,5,医薬品 ,1,TOPIX Core30
20230831,4569,杏林製薬,プライム（内国株式）,3250,医薬品,5,医薬品 ,6,TOPIX Small 1
20230831,4570,免疫生物研究所,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4571,ＮＡＮＯ　ＭＲＮＡ,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4572,カルナバイオサイエンス,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4574,大幸薬品,プライム（内国株式）,3250,医薬品,5,医薬品 ,7,TOPIX Small 2
20230831,4575,キャンバス,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4576,デ・ウエスタン・セラピテクス研究所,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4577,ダイト,プライム（内国株式）,3250,医薬品,5,医薬品 ,6,TOPIX Small 1
20230831,4578,大塚ホールディングス,プライム（内国株式）,3250,医薬品,5,医薬品 ,2,TOPIX Large70
20230831,4579,ラクオリア創薬,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4581,大正製薬ホールディングス,スタンダード（内国株式）,3250,医薬品,5,医薬品 ,4,TOPIX Mid400
20230831,4582,シンバイオ製薬,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4583,カイオム・バイオサイエンス,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4584,キッズウェル・バイオ,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4586,メドレックス,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4587,ペプチドリーム,プライム（内国株式）,3250,医薬品,5,医薬品 ,4,TOPIX Mid400
20230831,4588,オンコリスバイオファーマ,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4591,リボミック,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4592,サンバイオ,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4593,ヘリオス,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4594,ブライトパス・バイオ,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4595,ミズホメディー,スタンダード（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4596,窪田製薬ホールディングス,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4597,ソレイジア・ファーマ,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4599,ステムリム,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4611,大日本塗料,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4612,日本ペイントホールディングス,プライム（内国株式）,3200,化学,4,素材・化学 ,4,TOPIX Mid400
20230831,4613,関西ペイント,プライム（内国株式）,3200,化学,4,素材・化学 ,4,TOPIX Mid400
20230831,4615,神東塗料,スタンダード（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4616,川上塗料,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4617,中国塗料,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230831,4619,日本特殊塗料,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4620,藤倉化成,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4621,ロックペイント,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4623,アサヒペン,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4624,イサム塗料,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4625,アトミクス,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4626,太陽ホールディングス,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230831,4627,ナトコ,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4628,エスケー化研,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4629,大伸化学,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4631,ＤＩＣ,プライム（内国株式）,3200,化学,4,素材・化学 ,4,TOPIX Mid400
20230831,4633,サカタインクス,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4634,東洋インキＳＣホールディングス,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230831,4635,東京インキ,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4636,Ｔ＆Ｋ　ＴＯＫＡ,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4641,アルプス技研,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4642,オリジナル設計,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4644,イマジニア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4645,市進ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4650,ＳＤエンターテイメント,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4651,サニックス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4657,環境管理センター,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4658,日本空調サービス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4659,エイジス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4661,オリエンタルランド,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,2,TOPIX Large70
20230831,4662,フォーカスシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4664,アール・エス・シー,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4665,ダスキン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230831,4666,パーク２４,プライム（内国株式）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
20230831,4667,アイサンテクノロジー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4668,明光ネットワークジャパン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4671,ファルコホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4673,川崎地質,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4674,クレスコ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4676,フジ・メディア・ホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230831,4678,秀英予備校,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4679,田谷,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4680,ラウンドワン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230831,4681,リゾートトラスト,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230831,4684,オービック,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230831,4685,菱友システムズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4686,ジャストシステム,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230831,4687,ＴＤＣソフト,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4689,Ｚホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,2,TOPIX Large70
20230831,4690,日本パレットプール,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4691,ワシントンホテル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4694,ビー・エム・エル,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230831,4704,トレンドマイクロ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230831,4705,クリップコーポレーション,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4707,キタック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4709,ＩＤホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4712,ＫｅｙＨｏｌｄｅｒ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4714,リソー教育,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230831,4716,日本オラクル,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230831,4718,早稲田アカデミー,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4719,アルファシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4720,城南進学研究社,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4722,フューチャー,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230831,4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4726,ＳＢテクノロジー,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4728,トーセ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4732,ユー・エス・エス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230831,4733,オービックビジネスコンサルタント,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230831,4735,京進,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4736,日本ラッド,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4739,伊藤忠テクノソリューションズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230831,4743,アイティフォー,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4745,東京個別指導学院,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4746,東計電算,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4748,構造計画研究所,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4750,ダイサン,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4751,サイバーエージェント,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230831,4752,昭和システムエンジニアリング,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4754,トスネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4755,楽天グループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230831,4760,アルファ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4761,さくらケーシーエス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4762,エックスネット,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4763,クリーク・アンド・リバー社,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4765,ＳＢＩグローバルアセットマネジメント,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4766,ピーエイ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4767,テー・オー・ダブリュー,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4768,大塚商会,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230831,4769,ＩＣ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4770,図研エルミック,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4771,エフアンドエム,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4772,ストリームメディアコーポレーション,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4776,サイボウズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230831,4777,ガーラ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4781,日本ハウズイング,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4783,日本コンピュータ・ダイナミクス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4784,ＧＭＯアドパートナーズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4792,山田コンサルティンググループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4800,オリコン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4801,セントラルスポーツ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4809,パラカ,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230831,4812,電通国際情報サービス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230831,4813,ＡＣＣＥＳＳ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4814,ネクストウェア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4816,東映アニメーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4819,デジタルガレージ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230831,4820,イーエムシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4824,メディアシーク,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4825,ウェザーニューズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230831,4826,ＣＩＪ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4828,ビジネスエンジニアリング,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4829,日本エンタープライズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4832,ＪＦＥシステムズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4833,Ｓｕｃｃｅｓｓ　Ｈｏｌｄｅｒｓ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4837,シダックス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4838,スペースシャワーネットワーク,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,4839,ＷＯＷＯＷ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4840,トライアイズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230831,4845,スカラ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4847,インテリジェント　ウェイブ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,4848,フルキャストホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230831,4849,エン・ジャパン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230831,4875,メディシノバ・インク,スタンダード（外国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4880,セルソース,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4881,ファンペップ,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4882,ペルセウスプロテオミクス,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4883,モダリス,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4884,クリングルファーマ,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4885,室町ケミカル,スタンダード（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4886,あすか製薬ホールディングス,プライム（内国株式）,3250,医薬品,5,医薬品 ,7,TOPIX Small 2
20230831,4887,サワイグループホールディングス,プライム（内国株式）,3250,医薬品,5,医薬品 ,4,TOPIX Mid400
20230831,4888,ステラファーマ,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4889,レナサイエンス,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4890,坪田ラボ,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4891,ティムス,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4892,サイフューズ,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4893,ノイルイミューン・バイオテック,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4894,クオリプス,グロース（内国株式）,3250,医薬品,5,医薬品 ,-,-
20230831,4901,富士フイルムホールディングス,プライム（内国株式）,3200,化学,4,素材・化学 ,2,TOPIX Large70
20230831,4902,コニカミノルタ,プライム（内国株式）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20230831,4911,資生堂,プライム（内国株式）,3200,化学,4,素材・化学 ,2,TOPIX Large70
20230831,4912,ライオン,プライム（内国株式）,3200,化学,4,素材・化学 ,4,TOPIX Mid400
20230831,4914,高砂香料工業,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4917,マンダム,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230831,4918,アイビー化粧品,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4919,ミルボン,プライム（内国株式）,3200,化学,4,素材・化学 ,4,TOPIX Mid400
20230831,4920,日本色材工業研究所,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4921,ファンケル,プライム（内国株式）,3200,化学,4,素材・化学 ,4,TOPIX Mid400
20230831,4922,コーセー,プライム（内国株式）,3200,化学,4,素材・化学 ,4,TOPIX Mid400
20230831,4923,コタ,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4925,ハーバー研究所,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4926,シーボン,スタンダード（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4927,ポーラ・オルビスホールディングス,プライム（内国株式）,3200,化学,4,素材・化学 ,4,TOPIX Mid400
20230831,4928,ノエビアホールディングス,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230831,4929,アジュバンホールディングス,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4930,グラフィコ,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4931,新日本製薬,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4932,アルマード,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4933,Ｉ－ｎｅ,グロース（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4934,プレミアアンチエイジング,グロース（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4935,リベルタ,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4936,アクシージア,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4937,Ｗａｑｏｏ,グロース（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4951,エステー,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4955,アグロ　カネショウ,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4956,コニシ,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4957,ヤスハラケミカル,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4958,長谷川香料,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230831,4960,ケミプロ化成,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4963,星光ＰＭＣ,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4966,上村工業,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4967,小林製薬,プライム（内国株式）,3200,化学,4,素材・化学 ,4,TOPIX Mid400
20230831,4968,荒川化学工業,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4970,東洋合成工業,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4971,メック,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230831,4972,綜研化学,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4973,日本高純度化学,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4974,タカラバイオ,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230831,4975,ＪＣＵ,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230831,4976,東洋ドライルーブ,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4977,新田ゼラチン,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4978,リプロセル,グロース（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4979,ＯＡＴアグリオ,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4980,デクセリアルズ,プライム（内国株式）,3200,化学,4,素材・化学 ,4,TOPIX Mid400
20230831,4985,アース製薬,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230831,4987,寺岡製作所,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4990,昭和化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,4992,北興化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4994,大成ラミック,スタンダード（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4996,クミアイ化学工業,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230831,4997,日本農薬,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,4998,フマキラー,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230831,5009,富士興産,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230831,5010,日本精蝋,スタンダード（内国株式）,3300,石油・石炭製品,2,エネルギー資源 ,-,-
